"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"4446","no","no","no","no","yes","no","no","yes"
"4447","no","no","yes","no","no","no","no","no"
"4448","no","no","yes","no","no","no","no","no"
"4449","no","no","yes","no","yes","no","no","yes"
"4450","no","no","no","no","no","no","no","no"
"4451","no","no","no","no","yes","no","no","yes"
"4452","no","no","no","no","no","no","no","yes"
"4453","no","no","yes","no","no","no","no","no"
"4454","no","no","yes","no","no","no","no","no"
"4455","no","no","yes","no","yes","no","no","no"
"4456","no","no","no","no","no","no","no","no"
"4457","no","no","yes","no","yes","no","no","yes"
"4458","no","no","yes","no","yes","no","no","yes"
"4459","no","no","yes","no","no","no","no","no"
"4460","no","no","no","no","no","no","no","no"
"4461","no","no","no","no","no","no","no","no"
"4462","no","no","yes","no","no","no","no","no"
"4463","no","no","no","no","no","no","no","no"
"4464","no","no","yes","no","yes","no","no","yes"
"4465","no","no","yes","no","no","no","no","no"
"4466","no","no","no","no","no","no","no","no"
"4467","no","no","yes","no","yes","no","no","no"
"4468","no","no","no","no","yes","no","no","no"
"4469","no","no","no","no","no","no","no","no"
"4470","no","no","yes","no","yes","no","no","yes"
"4471","no","no","yes","no","yes","no","no","yes"
"4472","no","no","no","no","no","no","no","no"
"4473","no","no","no","no","no","no","yes","no"
"4474","no","no","yes","no","yes","no","no","yes"
"4475","no","no","yes","no","yes","no","no","yes"
"4476","no","no","yes","no","yes","no","no","no"
"4477","yes","no","no","no","no","no","no","no"
"4478","no","no","no","no","yes","no","no","no"
"4479","no","no","no","no","no","no","no","no"
"4480","no","no","yes","no","yes","no","no","yes"
"4481","no","no","no","no","no","no","no","no"
"4482","no","no","no","no","no","no","yes","no"
"4483","no","no","no","no","no","no","no","no"
"4484","no","no","yes","yes","yes","yes","yes","yes"
"4485","no","no","yes","no","yes","no","no","yes"
"4486","no","no","yes","no","yes","no","no","yes"
"4487","no","no","yes","no","yes","no","no","no"
"4488","no","no","no","no","yes","no","no","no"
"4489","no","no","no","no","no","no","no","no"
"4490","no","no","no","no","yes","no","no","yes"
"4491","no","no","yes","no","yes","no","no","yes"
"4492","no","no","no","no","yes","no","no","yes"
"4493","no","no","yes","no","no","no","no","no"
"4494","no","no","no","no","no","no","no","yes"
"4495","no","no","no","no","no","no","no","no"
"4496","no","no","yes","no","yes","no","no","yes"
"4497","no","no","yes","no","yes","no","no","yes"
"4498","no","no","yes","no","yes","no","yes","yes"
"4499","no","no","yes","yes","no","yes","yes","no"
"4500","no","no","yes","no","no","no","no","no"
"4501","no","no","yes","no","yes","no","no","yes"
"4502","no","no","yes","yes","yes","yes","yes","yes"
"4503","no","no","no","no","no","no","no","no"
"4504","no","no","yes","yes","no","yes","yes","yes"
"4505","no","no","yes","no","yes","no","no","yes"
"4506","no","no","no","no","no","no","no","no"
"4507","no","no","yes","no","no","no","no","no"
"4508","no","no","no","no","yes","no","no","yes"
"4509","no","no","no","no","no","no","no","no"
"4510","no","no","yes","no","yes","no","no","yes"
"4511","no","no","no","no","no","no","no","no"
"4512","no","no","no","no","no","no","no","no"
"4513","no","no","yes","no","no","no","no","no"
"4514","no","no","no","no","no","no","no","no"
"4515","no","no","yes","no","no","no","no","no"
"4516","no","no","no","no","no","no","no","no"
"4517","no","no","no","no","no","no","no","no"
"4518","no","no","no","no","no","no","no","no"
"4519","no","no","yes","no","yes","no","no","no"
"4520","no","no","no","no","no","no","no","no"
"4521","no","yes","yes","no","yes","yes","yes","yes"
"4522","no","no","yes","no","no","no","no","no"
"4523","no","no","yes","no","yes","no","no","yes"
"4524","no","no","yes","no","no","no","no","no"
"4525","no","no","no","no","no","no","no","no"
"4526","no","no","yes","no","no","no","no","no"
"4527","no","no","no","no","no","no","no","no"
"4528","no","no","yes","no","yes","no","no","yes"
"4529","no","no","yes","no","no","no","no","no"
"4530","no","no","yes","yes","no","yes","yes","yes"
"4531","no","no","yes","no","yes","no","no","yes"
"4532","no","no","yes","no","yes","no","no","yes"
"4533","no","no","yes","no","no","no","no","no"
"4534","no","no","no","no","no","no","no","no"
"4535","no","no","yes","no","no","no","no","no"
"4536","no","no","no","no","no","no","no","no"
"4537","no","no","yes","no","no","no","no","no"
"4538","no","no","no","no","no","no","no","no"
"4539","no","no","no","no","yes","no","no","yes"
"4540","no","no","yes","no","yes","no","no","yes"
"4541","no","no","yes","no","yes","no","no","yes"
"4542","no","no","yes","no","yes","no","yes","no"
"4543","no","no","no","no","no","no","no","no"
"4544","no","no","yes","no","yes","no","no","no"
"4545","no","no","yes","no","yes","no","no","yes"
"4546","no","no","yes","no","yes","no","no","yes"
"4547","no","no","yes","no","no","no","no","no"
"4548","no","no","yes","no","no","no","no","no"
"4549","no","no","yes","no","yes","no","no","yes"
"4550","no","no","no","no","no","no","no","no"
"4551","no","no","yes","yes","yes","yes","yes","no"
"4552","no","no","no","no","no","no","no","no"
"4553","no","no","yes","no","yes","no","no","yes"
"4554","no","no","no","no","no","no","no","no"
"4555","no","no","no","no","no","no","no","yes"
"4556","no","no","no","no","yes","no","no","yes"
"4557","no","no","no","no","no","no","no","no"
"4558","no","no","no","no","no","no","no","no"
"4559","no","no","no","no","yes","no","no","no"
"4560","no","no","no","no","yes","no","no","yes"
"4561","no","no","yes","no","no","no","no","no"
"4562","no","no","no","no","no","no","no","no"
"4563","no","no","yes","no","no","no","no","no"
"4564","no","no","yes","no","yes","no","no","yes"
"4565","no","no","no","no","no","no","no","no"
"4566","no","no","yes","no","no","no","no","no"
"4567","no","no","no","no","no","no","no","no"
"4568","no","no","yes","no","yes","no","no","yes"
"4569","no","no","yes","no","yes","no","no","yes"
"4570","no","no","yes","no","yes","no","no","yes"
"4571","no","no","no","no","no","no","no","no"
"4572","no","no","no","no","yes","no","no","no"
"4573","no","no","no","no","no","no","no","no"
"4574","no","no","yes","no","no","no","no","no"
"4575","no","no","no","no","no","no","no","no"
"4576","no","no","no","no","yes","no","no","yes"
"4577","no","no","yes","no","yes","no","no","yes"
"4578","no","no","yes","yes","yes","yes","yes","yes"
"4579","no","no","yes","no","yes","no","no","yes"
"4580","no","no","no","no","no","no","no","no"
"4581","no","no","yes","no","yes","no","no","yes"
"4582","no","no","no","no","no","no","no","no"
"4583","no","no","yes","no","yes","no","no","yes"
"4584","no","no","no","no","no","no","no","no"
"4585","no","no","no","no","no","no","no","no"
"4586","no","no","yes","no","yes","no","no","yes"
"4587","no","no","no","no","no","no","no","no"
"4588","no","no","no","no","no","no","no","no"
"4589","no","no","yes","no","no","no","no","no"
"4590","no","no","yes","no","yes","no","no","yes"
"4591","no","no","no","no","yes","no","no","yes"
"4592","no","no","yes","no","no","no","no","no"
"4593","no","no","yes","no","no","no","no","no"
"4594","no","no","yes","no","yes","no","no","yes"
"4595","no","no","no","no","no","no","no","no"
"4596","no","no","no","no","no","no","no","no"
"4597","no","no","yes","yes","yes","yes","yes","yes"
"4598","no","no","no","no","yes","no","no","yes"
"4599","no","no","no","no","no","no","no","no"
"4600","no","no","yes","no","no","no","no","no"
"4601","no","no","no","no","yes","no","no","yes"
"4602","no","no","yes","no","no","no","no","no"
"4603","no","no","no","no","no","no","no","no"
"4604","no","no","yes","no","yes","no","no","no"
"4605","no","no","yes","yes","no","yes","yes","no"
"4606","no","no","no","no","yes","no","no","yes"
"4607","no","no","yes","no","no","no","no","no"
"4608","no","no","yes","no","no","no","yes","no"
"4609","yes","no","no","no","no","no","no","no"
"4610","no","no","yes","no","yes","no","no","yes"
"4611","no","no","no","no","no","no","no","no"
"4612","no","no","yes","no","yes","no","no","yes"
"4613","no","no","yes","yes","yes","yes","yes","yes"
"4614","no","no","no","no","yes","no","no","yes"
"4615","no","no","yes","no","yes","no","no","yes"
"4616","no","no","no","no","yes","no","no","yes"
"4617","no","no","yes","no","yes","no","no","yes"
"4618","no","no","no","no","no","no","no","no"
"4619","no","yes","yes","no","yes","yes","yes","yes"
"4620","no","no","no","no","no","no","no","no"
"4621","no","no","yes","yes","no","yes","yes","no"
"4622","no","no","yes","no","no","no","no","no"
"4623","no","no","no","no","yes","no","no","no"
"4624","no","no","yes","no","yes","no","yes","yes"
"4625","no","no","yes","no","no","no","no","no"
"4626","no","no","yes","no","yes","no","no","yes"
"4627","no","no","yes","no","no","no","no","no"
"4628","no","no","yes","no","yes","no","no","yes"
"4629","no","no","no","no","no","no","no","no"
"4630","no","no","yes","no","yes","no","no","no"
"4631","no","no","yes","no","yes","no","no","yes"
"4632","no","no","no","no","no","no","no","no"
"4633","no","no","yes","no","no","no","no","no"
"4634","no","no","no","no","no","no","no","no"
"4635","no","no","yes","yes","no","yes","yes","yes"
"4636","no","no","yes","no","yes","no","no","yes"
"4637","no","no","no","no","no","no","no","no"
"4638","no","no","yes","no","no","no","no","no"
"4639","no","no","yes","no","yes","no","no","yes"
"4640","no","no","no","no","no","no","no","no"
"4641","no","no","no","no","no","no","no","no"
"4642","no","no","yes","no","yes","no","no","no"
"4643","no","no","yes","no","no","no","no","no"
"4644","no","no","yes","no","no","no","no","no"
"4645","no","no","yes","no","yes","no","no","yes"
"4646","no","no","yes","no","yes","no","yes","no"
"4647","no","no","no","no","yes","no","no","yes"
"4648","no","no","no","no","no","no","no","no"
"4649","no","no","yes","no","no","no","no","no"
"4650","no","no","yes","no","yes","no","yes","yes"
"4651","no","no","no","no","yes","no","no","yes"
"4652","no","no","yes","no","yes","no","no","yes"
"4653","no","no","no","no","no","no","no","no"
"4654","no","no","yes","no","yes","no","no","yes"
"4655","no","no","yes","no","no","no","no","no"
"4656","no","no","yes","no","no","no","no","no"
"4657","no","no","no","no","no","no","no","no"
"4658","no","no","no","no","no","no","no","no"
"4659","no","no","yes","no","no","no","no","no"
"4660","no","no","yes","no","yes","no","no","yes"
"4661","no","no","no","no","yes","no","no","no"
"4662","no","no","yes","no","yes","no","no","yes"
"4663","no","no","no","no","yes","no","no","yes"
"4664","no","no","no","no","no","no","no","no"
"4665","no","no","no","no","no","no","no","no"
"4666","no","no","yes","no","yes","no","no","yes"
"4667","no","no","no","no","yes","no","no","yes"
"4668","no","no","no","no","yes","no","no","yes"
"4669","no","no","no","no","yes","no","no","yes"
"4670","no","no","yes","no","no","no","no","no"
"4671","no","no","no","no","no","no","no","no"
"4672","no","no","no","no","no","no","no","no"
"4673","no","no","yes","no","yes","no","no","yes"
"4674","no","no","yes","no","yes","no","no","yes"
"4675","no","no","yes","no","yes","no","no","yes"
"4676","no","no","no","no","no","no","no","no"
"4677","no","no","no","no","no","no","no","no"
"4678","no","no","no","no","no","no","yes","no"
"4679","no","no","yes","no","no","no","no","no"
"4680","no","no","yes","no","yes","no","no","yes"
"4681","yes","no","no","no","yes","no","no","no"
"4682","no","no","no","no","no","no","no","no"
"4683","no","no","yes","no","yes","no","no","yes"
"4684","no","no","no","no","no","no","no","no"
"4685","no","no","yes","no","yes","no","no","yes"
"4686","no","no","no","no","no","no","no","no"
"4687","no","no","yes","no","yes","no","no","yes"
"4688","no","no","yes","no","no","no","no","no"
"4689","no","no","yes","no","yes","no","no","yes"
"4690","no","no","no","no","yes","no","no","yes"
"4691","no","no","yes","no","no","no","no","no"
"4692","no","no","yes","no","yes","no","no","yes"
"4693","no","no","yes","no","yes","no","no","yes"
"4694","no","no","yes","no","yes","no","no","yes"
"4695","no","no","yes","no","yes","no","no","yes"
"4696","no","no","no","no","no","no","no","no"
"4697","no","no","no","no","yes","no","no","no"
"4698","no","no","yes","no","yes","no","no","yes"
"4699","no","no","no","no","yes","no","no","yes"
"4700","no","no","yes","no","yes","no","no","no"
"4701","no","no","no","no","yes","no","no","no"
"4702","no","no","no","no","no","no","no","no"
"4703","no","no","no","no","no","no","no","no"
"4704","no","no","no","no","no","no","no","no"
"4705","no","no","no","no","no","no","no","no"
"4706","no","no","no","no","no","no","no","no"
"4707","no","no","no","no","no","no","no","no"
"4708","no","no","no","no","yes","no","no","yes"
"4709","no","no","yes","no","yes","no","no","yes"
"4710","no","no","no","no","no","no","no","no"
"4711","no","no","no","no","yes","no","no","yes"
"4712","no","no","no","no","yes","no","no","yes"
"4713","no","no","no","no","yes","no","no","yes"
"4714","no","no","no","no","no","no","no","no"
"4715","no","no","yes","no","no","no","no","no"
"4716","no","no","no","no","no","no","no","yes"
"4717","no","no","no","no","yes","no","no","yes"
"4718","no","no","no","no","yes","no","no","yes"
"4719","no","no","yes","no","yes","no","no","no"
"4720","no","no","yes","no","no","no","yes","yes"
"4721","no","no","yes","no","no","no","no","no"
"4722","no","no","yes","yes","no","yes","yes","yes"
"4723","no","no","no","no","yes","no","no","yes"
"4724","no","no","yes","no","no","no","no","no"
"4725","no","no","no","no","no","no","no","no"
"4726","no","no","no","no","no","no","no","no"
"4727","no","no","yes","no","yes","no","no","yes"
"4728","no","no","yes","no","yes","no","no","yes"
"4729","no","no","no","no","no","no","no","no"
"4730","no","no","no","no","no","no","no","no"
"4731","no","no","no","no","no","no","no","no"
"4732","no","no","no","no","yes","no","no","yes"
"4733","no","no","no","no","no","no","no","no"
"4734","no","no","yes","no","no","no","no","no"
"4735","no","no","yes","no","yes","no","no","yes"
"4736","no","no","no","no","no","no","no","no"
"4737","no","no","no","no","no","no","no","no"
"4738","no","no","yes","no","yes","no","no","yes"
"4739","no","no","no","no","no","no","no","no"
"4740","no","yes","no","no","no","yes","yes","yes"
"4741","no","no","yes","no","no","no","no","no"
"4742","no","no","yes","no","yes","no","no","yes"
"4743","no","no","no","no","no","no","no","no"
"4744","no","no","no","no","yes","no","no","yes"
"4745","no","no","no","no","no","no","no","no"
"4746","no","no","no","no","no","no","no","no"
"4747","no","no","no","no","yes","no","no","yes"
"4748","no","no","yes","no","yes","no","no","no"
"4749","no","no","no","no","yes","no","no","yes"
"4750","no","no","yes","no","no","no","no","no"
"4751","no","no","yes","no","yes","no","no","no"
"4752","no","no","no","no","yes","no","no","yes"
"4753","no","no","no","no","no","no","no","no"
