"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"3700","StrongUp","Neutral","StrongUp","StrongUp","StrongUp","Neutral","Dry","Neutral","Wet","PC","Clear","Clear","PC","None","None","Other","None","Weak","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","E","CThruK","TotalInhibit","MoreThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","Average","ACEFK","None","Weak","Slight","E","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Average","Steep","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","LVorOther","WidespdDnsl"
"3701","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Wet","Wet","Wet","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","None","Weak","Some","LittleChange","LittleChange","StrongPos","Increasing","XNIL","May15_Jun14","G","CThruK","PartInhibit","LessThanAve","LessThanAve","G","LIGt0","Neutral","LessUnstable","LessUnstable","GJ","PartInhibit","Moderate","Slight","G","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","E_W_S","NegToPos","None","NWQuad","Westerly","WidespdDnsl"
"3702","StrongUp","WeakUp","Neutral","WeakUp","WeakUp","Wet","Dry","Dry","Neutral","PC","Clear","Clear","PC","None","None","Other","None","Weak","None","None","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Aug20_Sep15","K","CThruK","PartInhibit","Average","Average","K","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","Stifling","Unfavorable","None","K","XNIL","XNIL","XNIL","LowAtStation","Steep","Dry","Steep","MarkedUpper","Other","DryLine","SigNegative","None","NWQuad","Westerly","WidespdDnsl"
"3703","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","Wet","Neutral","Clear","PC","PC","PC","Strong","Strong","Westerly","Weak","Strong","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","SIG","May15_Jun14","D","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","Average","D","PartInhibit","Moderate","Slight","D","SIG","SIG","SIG","LowMtsHighPl","Steep","Average","CloseToDryAd","StrongFront","Other","DryLine","SigNegative","Other","NWQuad","Westerly","SEQuad"
"3704","WeakUp","StronUp","Down","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","Clear","Cloudy","Clear","Clear","Strong","Strong","DCVZFavor","Strong","Weak","Weak","Some","LittleChange","LittleChange","Negative","LittleChange","SVR","Jun15_Jul1","G","CThruK","Stifling","Average","Average","G","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","GJ","Stifling","Moderate","Slight","G","XNIL","XNIL","SVR","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","Other","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"3705","WeakUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Neutral","Neutral","Dry","PC","PC","PC","PC","Weak","Strong","Westerly","Strong","None","Weak","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Aug11_Aug20","D","CThruK","None","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Stability","Average","Average","D","PartInhibit","Strong","Moderate","D","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Dry","Steep","StrongFront","DryMMoistL","DenvCyclone","NegToPos","Other","NWQuad","Westerly","SEQuad"
"3706","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Wet","VeryWet","Clear","PC","Clear","PC","Strong","Strong","Other","Strong","None","Weak","Marked","DecCapIncIns","Decreasing","WeakPos","LittleChange","SIG","Jul16_Aug10","D","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","D","TotalInhibit","Strong","Slight","D","XNIL","XNIL","SIG","LowAtStation","Steep","Dry","ModerateOrLe","OtherRapid","DryMMoistL","Other","SigPositive","None","NWQuad","Westerly","SEQuad"
"3707","StrongUp","StronUp","Down","Neutral","Neutral","Dry","Wet","Neutral","Neutral","PC","Cloudy","Cloudy","Cloudy","None","None","Westerly","None","Strong","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul2_Jul15","E","CThruK","PartInhibit","LessThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Weak","None","E","XNIL","XNIL","XNIL","LowNHighS","CloseToDryAd","Average","Steep","NoMajor","MoistMDryL","None","PosToNeg","None","SWQuad","Westerly","LV"
"3708","Down","Down","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Strong","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","Aug20_Sep15","A","AB","TotalInhibit","MoreThanAve","Average","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","Slight","A","XNIL","SIG","SIG","LowSHighN","ModerateOrLe","Dry","Steep","MarkedUpper","DryMMoistL","DenvCyclone","NegToPos","Other","SWQuad","Westerly","DenvCyclone"
"3709","WeakUp","Neutral","Neutral","Neutral","Neutral","Wet","Dry","Dry","Neutral","Clear","PC","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug11_Aug20","K","CThruK","PartInhibit","LessThanAve","LessThanAve","K","N1GtLIGt_4","Stability","Average","LessUnstable","ACEFK","PartInhibit","Strong","Moderate","K","SIG","SIG","SIG","LowNHighS","Steep","Average","ModerateOrLe","MarkedUpper","Other","None","SigPositive","QStationary","AllElse","LVorOther","WidespdDnsl"
"3710","Down","WeakUp","StrongUp","WeakUp","WeakUp","Dry","VeryWet","Wet","Wet","Clear","Clear","Clear","Clear","None","Weak","Westerly","Weak","None","Weak","None","IncCapDecIns","Increasing","Negative","Increasing","XNIL","May15_Jun14","B","AB","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","B","PartInhibit","Moderate","Slight","B","XNIL","XNIL","XNIL","HighEvrywher","CloseToDryAd","Average","Steep","NoMajor","DryMMoistL","DenvCyclone","NegToPos","None","AllElse","LVorOther","SEQuad"
"3711","Down","StronUp","Neutral","WeakUp","WeakUp","Wet","Neutral","Neutral","Wet","Cloudy","Clear","Cloudy","Cloudy","Weak","Weak","DCVZFavor","None","None","Weak","None","DecCapIncIns","Decreasing","Neutral","Decreasing","SIG","Jul16_Aug10","H","CThruK","PartInhibit","LessThanAve","LessThanAve","H","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","None","Moderate","Strong","H","SIG","SIG","SIG","LowSHighN","Stable","VeryMoist","ModerateOrLe","NoMajor","DryMMoistL","MovingFtorOt","SigNegative","Moving","NWQuad","Westerly","DenvCyclone"
"3712","StrongUp","Neutral","Down","Neutral","Neutral","Wet","VeryWet","VeryWet","VeryWet","PC","Clear","PC","PC","None","Weak","DCVZFavor","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul2_Jul15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","B","PartInhibit","Unfavorable","Slight","B","SVR","SVR","SVR","LowSHighN","Stable","Average","ModerateOrLe","OtherRapid","Other","MovingFtorOt","LittleChange","Other","AllElse","LVorOther","SEQuad"
"3713","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","VeryWet","VeryWet","Clear","PC","PC","PC","Strong","Strong","StrongWest","Strong","None","Weak","Some","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug20_Sep15","J","CThruK","None","LessThanAve","Average","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Weak","None","J","XNIL","XNIL","SIG","LowAtStation","Steep","Average","CloseToDryAd","NoMajor","MoistMDryL","E_W_N","LittleChange","Other","LV","LVorOther","SEQuad"
"3714","Down","StronUp","Neutral","Down","Down","Dry","Dry","Wet","Neutral","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","Weak","Weak","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jul2_Jul15","E","CThruK","Stifling","Average","Average","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Strong","E","XNIL","XNIL","SIG","LowSHighN","CloseToDryAd","Dry","ModerateOrLe","OtherRapid","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"3715","StrongUp","Down","WeakUp","Down","Down","VeryWet","Dry","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","Other","Strong","Weak","Weak","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Jul16_Aug10","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","LIGt0","Neutral","LessUnstable","LessUnstable","ACEFK","None","Moderate","Strong","E","SIG","SIG","SIG","Other","CloseToDryAd","Dry","ModerateOrLe","OtherRapid","MoistMDryL","MovingFtorOt","SigNegative","None","SWQuad","Westerly","LV"
"3716","Neutral","WeakUp","Down","Down","Down","Wet","Neutral","Neutral","Dry","PC","PC","PC","PC","None","None","Other","None","None","Weak","None","IncCapDecIns","Increasing","Negative","Increasing","XNIL","Jul2_Jul15","I","CThruK","Stifling","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","HI","PartInhibit","Weak","None","I","SIG","SIG","SIG","LowMtsHighPl","CloseToDryAd","Average","Steep","NoMajor","DryMMoistL","E_W_S","SigNegative","Moving","SWQuad","LVorOther","DenvCyclone"
"3717","StrongUp","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Clear","PC","Clear","Clear","None","None","Westerly","None","Weak","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul16_Aug10","E","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","E","SIG","SIG","SIG","Other","CloseToDryAd","Dry","Steep","OtherRapid","Other","Other","PosToNeg","None","SWQuad","Westerly","LongAnticyc"
"3718","WeakUp","WeakUp","StrongUp","StrongUp","StrongUp","Dry","Dry","Wet","Wet","Clear","PC","Clear","PC","Strong","Strong","DCVZFavor","Weak","None","None","Some","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","May15_Jun14","D","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","MoreUnstable","D","None","Strong","Strong","D","XNIL","XNIL","XNIL","LowMtsHighPl","CloseToDryAd","Average","Steep","OtherRapid","DryMMoistL","DryLine","NegToPos","Other","AllElse","Westerly","DenvCyclone"
"3719","WeakUp","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Weak","Some","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","Jun15_Jul1","I","CThruK","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","Average","Average","HI","None","Unfavorable","Slight","I","SIG","SIG","SIG","LowMtsHighPl","ModerateOrLe","Dry","CloseToDryAd","StrongFront","DryMMoistL","MovingFtorOt","PosToNeg","Moving","AllElse","Westerly","E_NE"
"3720","WeakUp","WeakUp","Neutral","Neutral","Neutral","VeryWet","Dry","VeryWet","Wet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","May15_Jun14","H","CThruK","None","LessThanAve","Average","H","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","None","Moderate","Strong","H","SVR","SVR","SVR","LowMtsHighPl","Stable","Average","CloseToDryAd","MarkedUpper","DryMMoistL","Other","NegToPos","None","SWQuad","LVorOther","E_NE"
"3721","Down","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Wet","PC","PC","PC","PC","Weak","Weak","Westerly","None","Weak","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul16_Aug10","B","AB","PartInhibit","Average","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","B","None","Strong","Slight","B","XNIL","XNIL","SIG","LowNHighS","Stable","VeryMoist","Steep","NoMajor","MoistMDryL","MovingFtorOt","NegToPos","Other","AllElse","LVorOther","LV"
"3722","Down","Neutral","StrongUp","WeakUp","WeakUp","VeryWet","Neutral","Wet","Wet","PC","PC","PC","PC","None","None","Westerly","None","Weak","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Aug20_Sep15","D","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","MoreUnstable","D","PartInhibit","Strong","Strong","D","SIG","SIG","SIG","LowMtsHighPl","Steep","Average","CloseToDryAd","OtherRapid","Other","DryLine","PosToNeg","QStationary","NWQuad","Westerly","LongAnticyc"
"3723","WeakUp","Neutral","Neutral","WeakUp","WeakUp","Dry","Wet","Dry","Dry","Cloudy","PC","Cloudy","PC","Strong","Strong","Westerly","Strong","None","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Aug11_Aug20","F","CThruK","PartInhibit","Average","MoreThanAve","F","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","None","F","SIG","SIG","SIG","HighEvrywher","Steep","VeryMoist","ModerateOrLe","NoMajor","Other","None","NegToPos","None","LV","LVorOther","LV"
"3724","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Weak","Marked","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Jul16_Aug10","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Moderate","None","C","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Average","ModerateOrLe","MarkedUpper","MoistMDryL","E_W_N","LittleChange","Other","NWQuad","Westerly","LongAnticyc"
"3725","WeakUp","Neutral","Neutral","Neutral","Neutral","Dry","Dry","VeryWet","VeryWet","PC","Clear","PC","PC","Strong","Strong","DCVZFavor","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul2_Jul15","G","CThruK","PartInhibit","Average","MoreThanAve","G","N5GtLIGt_8","Instability","LessUnstable","Average","GJ","None","Weak","Slight","G","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Average","CloseToDryAd","MarkedUpper","Other","None","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"3726","Down","Down","StrongUp","Neutral","Neutral","Dry","Dry","Wet","Wet","Clear","PC","Clear","Clear","Strong","Strong","Westerly","Weak","Strong","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","Aug11_Aug20","F","CThruK","Stifling","Average","MoreThanAve","F","N1GtLIGt_4","Neutral","Average","Average","ACEFK","PartInhibit","Moderate","Moderate","F","XNIL","XNIL","SVR","HighEvrywher","ModerateOrLe","VeryMoist","ModerateOrLe","NoMajor","Other","DenvCyclone","LittleChange","None","AllElse","LVorOther","LV"
"3727","WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","PC","Cloudy","PC","PC","Strong","Strong","Westerly","Strong","Weak","Strong","Marked","LittleChange","LittleChange","StrongPos","Increasing","SVR","Aug11_Aug20","F","CThruK","None","Average","Average","F","N1GtLIGt_4","Stability","LessUnstable","Average","ACEFK","None","Strong","Strong","F","XNIL","XNIL","SVR","HighEvrywher","Stable","VeryMoist","ModerateOrLe","NoMajor","Other","None","SigPositive","None","LV","Westerly","LV"
"3728","Down","WeakUp","WeakUp","Neutral","Neutral","VeryWet","Dry","Neutral","Neutral","PC","Clear","PC","PC","Weak","Weak","Other","None","None","Strong","None","IncCapDecIns","Increasing","WeakPos","LittleChange","SIG","Jul16_Aug10","F","CThruK","PartInhibit","Average","MoreThanAve","F","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","None","Strong","Strong","F","XNIL","XNIL","SIG","HighEvrywher","Steep","VeryMoist","Steep","NoMajor","Other","E_W_N","NegToPos","None","AllElse","LVorOther","LV"
"3729","StrongUp","WeakUp","Down","WeakUp","WeakUp","Wet","Neutral","Wet","VeryWet","Clear","Cloudy","PC","PC","Weak","Weak","Westerly","Weak","None","None","Some","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","May15_Jun14","K","CThruK","None","LessThanAve","LessThanAve","K","N1GtLIGt_4","Stability","Average","LessUnstable","ACEFK","None","Strong","Strong","K","XNIL","XNIL","XNIL","Other","Steep","Average","CloseToDryAd","StrongFront","DryMMoistL","E_W_N","SigNegative","None","AllElse","Westerly","WidespdDnsl"
"3730","StrongUp","Neutral","Neutral","StrongUp","StrongUp","VeryWet","Dry","Wet","VeryWet","PC","Cloudy","Cloudy","Cloudy","None","None","Other","None","None","Weak","None","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","Jul2_Jul15","D","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","LessUnstable","D","None","Moderate","Moderate","D","SVR","SVR","SVR","LowMtsHighPl","Steep","Dry","Steep","OtherRapid","DryMMoistL","None","SigNegative","None","NWQuad","LVorOther","LongAnticyc"
"3731","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Wet","PC","PC","PC","PC","None","None","Other","None","None","Weak","None","LittleChange","LittleChange","StrongPos","Increasing","XNIL","Jul16_Aug10","E","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Stability","LessUnstable","Average","ACEFK","PartInhibit","Unfavorable","None","E","SIG","SIG","SIG","LowAtStation","Steep","Dry","ModerateOrLe","OtherRapid","MoistMDryL","E_W_N","LittleChange","None","SWQuad","Westerly","LV"
"3732","WeakUp","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","Dry","Neutral","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","Weak","Weak","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul16_Aug10","F","CThruK","None","LessThanAve","MoreThanAve","F","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Strong","F","XNIL","XNIL","XNIL","HighEvrywher","Steep","VeryMoist","Steep","MarkedUpper","Other","None","LittleChange","Other","LV","LVorOther","E_NE"
"3733","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Dry","PC","PC","PC","PC","Weak","Weak","Westerly","Weak","None","Weak","Some","LittleChange","LittleChange","Negative","Decreasing","SIG","Jul2_Jul15","D","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","D","PartInhibit","Moderate","Slight","D","XNIL","XNIL","SIG","LowSHighN","CloseToDryAd","Average","Steep","OtherRapid","Other","DryLine","PosToNeg","Other","NWQuad","LVorOther","WidespdDnsl"
"3734","Down","Neutral","StrongUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","Cloudy","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Jul2_Jul15","D","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","D","PartInhibit","Strong","Strong","D","SIG","SIG","SIG","LowMtsHighPl","CloseToDryAd","Dry","ModerateOrLe","OtherRapid","DryMMoistL","DryLine","PosToNeg","None","SWQuad","Westerly","DenvCyclone"
"3735","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Wet","Neutral","Neutral","Clear","PC","Clear","Clear","None","Weak","StrongWest","Strong","None","Strong","Some","LittleChange","LittleChange","WeakPos","Decreasing","SIG","Jul2_Jul15","F","CThruK","PartInhibit","LessThanAve","LessThanAve","F","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Moderate","Slight","F","XNIL","XNIL","SIG","HighEvrywher","Steep","VeryMoist","ModerateOrLe","NoMajor","Other","None","SigNegative","None","AllElse","LVorOther","E_NE"
